Cliente,Activos_Iniciales_millones,Ingresos_Netos_millones,Gastos_Operativos_millones,Margen_Financiero_Neto_millones,Fondos_Disponibles_millones,Depositos_Corto_Plazo_millones,Prestamos_Totales_millones,Prestamos_Morosos_millones,Activos_Finales_millones,Patrimonio_millones,Captaciones_Iniciales_millones,Captaciones_Finales_millones,Cartera_Inicial_millones,Cartera_Final_millones,Provisiones_Iniciales_millones,Provisiones_Finales_millones,Año,Liquidez_de_Corto_Plazo,Tasa_de_Morosidad,Grado_Absorción,Solvencia_Patrimonial,Porcentaje_Crecimiento_Captaciones,Porcentaje_Crecimiento_Cartera,Porcentaje_Crecimiento_Provisiones
Cliente_13,2752.264,6.906,5.186,7.022,62.883,7.722,38.897,4.705,9738.424,763.597,89.047,63.439,16.716,939.772,9.634,4.648,2009,8.143,12.097,0.739,0.078,-28.757,5521.980,-51.758
Cliente_13,5567.624,7.622,14.428,5.881,70.431,7.789,40.465,5.940,8948.017,489.132,99.042,7.729,532.680,180.088,5.131,4.395,2012,9.042,14.680,2.453,0.055,-92.196,-66.192,-14.353
Cliente_13,5917.080,8.482,2.671,8.267,29.531,9.230,22.809,1.507,9191.603,723.834,95.766,15.952,411.927,918.131,3.189,5.284,2014,3.200,6.609,0.323,0.079,-83.343,122.887,65.703
Cliente_13,7352.386,7.041,12.968,12.526,28.800,7.261,18.125,0.857,2298.435,739.854,52.870,22.653,17.709,524.861,7.275,6.731,2017,3.967,4.728,1.035,0.322,-57.153,2863.739,-7.483
Cliente_14,9012.828,9.252,25.634,1.916,50.550,1.662,26.322,4.770,7689.772,435.242,31.161,14.476,576.303,550.549,5.494,5.560,2008,30.423,18.122,13.376,0.057,-53.544,-4.469,1.197
Cliente_14,6923.185,5.078,20.634,3.866,30.532,3.412,11.050,2.011,6576.359,421.681,94.934,32.746,243.182,953.052,6.700,9.284,2003,8.949,18.199,5.337,0.064,-65.507,291.909,38.560
Cliente_14,5668.275,6.036,16.676,1.602,59.773,4.420,24.157,4.731,3550.733,484.747,33.890,94.781,376.679,462.161,3.178,7.225,2004,13.523,19.585,10.408,0.137,179.675,22.693,127.343
Cliente_14,2711.679,5.721,12.132,9.275,43.788,8.055,13.723,1.628,6470.351,77.844,62.399,20.884,816.678,708.659,6.928,5.893,2002,5.436,11.867,1.308,0.012,-66.531,-13.227,-14.942
Cliente_14,9241.669,9.103,22.453,9.401,26.716,2.388,33.922,1.432,443.923,252.448,80.604,32.104,393.542,439.016,7.437,8.116,2005,11.185,4.222,2.388,0.569,-60.170,11.555,9.135
Cliente_14,6844.603,9.105,23.924,9.136,62.729,4.507,22.977,1.892,9836.098,247.343,33.625,96.493,114.774,292.040,8.102,4.236,2013,13.919,8.234,2.619,0.025,186.971,154.448,-47.718
Cliente_14,2804.450,9.644,20.990,14.549,44.207,4.246,25.410,0.924,6775.041,625.409,34.139,96.904,564.287,693.142,1.666,9.060,2014,10.411,3.638,1.443,0.092,183.852,22.835,443.891
Cliente_14,5430.764,6.496,3.274,5.232,79.495,1.824,21.674,1.457,3996.778,594.213,81.732,29.853,592.635,819.147,9.916,5.832,2017,43.590,6.721,0.626,0.149,-63.474,38.221,-41.186
Cliente_14,6581.434,7.820,22.618,9.695,36.584,9.487,25.512,2.645,7527.075,196.353,86.091,69.801,546.083,795.861,5.313,6.744,2017,3.856,10.369,2.333,0.026,-18.922,45.740,26.924
Cliente_14,1794.366,7.833,11.030,11.861,32.180,5.003,13.388,0.295,9657.202,107.865,97.448,49.610,682.031,409.732,4.607,1.765,2016,6.433,2.202,0.930,0.011,-49.091,-39.925,-61.694
Cliente_15,4305.125,7.943,10.045,2.169,96.262,4.500,34.452,1.221,2674.163,635.866,36.545,49.381,766.154,546.807,4.952,2.253,2014,21.394,3.545,4.632,0.238,35.125,-28.630,-54.498
Cliente_15,106.467,7.502,14.205,12.813,30.867,7.343,33.480,1.085,8580.310,693.739,1.949,9.184,550.176,989.786,9.946,2.860,2003,4.204,3.239,1.109,0.081,371.294,79.903,-71.248
Cliente_15,2588.125,6.725,6.999,9.896,46.454,2.852,23.917,1.627,9854.898,645.615,14.517,4.055,114.098,103.314,7.981,2.862,2008,16.288,6.802,0.707,0.066,-72.066,-9.451,-64.132
Cliente_15,5107.252,5.123,15.005,10.319,26.601,7.771,43.821,1.962,6793.314,999.900,81.706,76.345,115.092,830.241,3.133,1.534,2021,3.423,4.478,1.454,0.147,-6.562,621.369,-51.023
Cliente_15,5188.459,5.523,14.809,2.883,67.643,8.279,34.695,4.918,953.156,555.358,96.419,29.917,775.338,751.594,8.296,4.157,2015,8.171,14.175,5.136,0.583,-68.972,-3.062,-49.889
Cliente_15,5805.602,7.080,13.707,14.767,48.892,1.563,42.550,4.555,9627.757,490.152,51.038,28.210,823.460,298.411,6.291,3.530,2016,31.279,10.706,0.928,0.051,-44.727,-63.761,-43.895
Cliente_15,5752.779,9.809,21.206,4.037,12.627,1.916,38.240,3.421,7857.125,141.156,50.002,54.223,367.495,999.313,4.156,5.849,2020,6.591,8.947,5.253,0.018,8.442,171.926,40.745
Cliente_15,4458.340,5.580,10.248,3.030,65.270,8.848,21.898,0.793,9187.768,315.265,68.785,17.653,822.788,450.283,7.397,3.913,2010,7.377,3.619,3.383,0.034,-74.336,-45.274,-47.100
Cliente_15,3911.951,9.703,9.708,2.822,27.759,2.683,34.579,2.867,9924.870,451.550,42.147,46.275,42.569,349.228,6.695,7.336,2019,10.348,8.290,3.440,0.045,9.793,720.384,9.583
Cliente_15,7723.650,5.708,24.495,8.618,63.298,3.934,13.390,0.606,8670.609,54.558,84.149,74.509,719.261,816.912,2.494,3.604,2012,16.091,4.529,2.842,0.006,-11.456,13.577,44.516
Cliente_16,1269.755,7.071,10.491,3.659,71.430,2.821,36.219,7.162,2775.400,773.687,63.180,96.362,848.044,495.393,6.115,1.544,2020,25.322,19.775,2.868,0.279,52.519,-41.584,-74.749
Cliente_16,8660.922,7.260,1.072,6.730,14.357,7.197,38.148,3.442,3099.759,753.405,15.986,32.136,658.747,113.631,4.289,8.104,2005,1.995,9.024,0.159,0.243,101.025,-82.750,88.952
Cliente_16,2497.523,8.168,23.450,3.572,18.962,2.187,10.043,0.353,5113.536,134.013,41.759,14.843,302.348,500.083,7.146,5.559,2001,8.669,3.511,6.565,0.026,-64.455,65.400,-22.207
Cliente_16,7114.237,9.401,22.249,4.394,80.550,6.850,29.072,0.682,2032.772,992.947,68.970,28.420,518.231,594.336,7.865,6.657,2012,11.759,2.346,5.064,0.488,-58.794,14.685,-15.352
Cliente_16,8284.990,5.465,22.197,12.511,51.362,2.431,15.308,1.267,8080.793,143.710,86.136,9.341,510.013,528.758,9.590,5.509,2020,21.130,8.278,1.774,0.018,-89.156,3.675,-42.551
Cliente_16,7614.974,7.578,14.295,5.397,21.181,9.395,19.048,2.835,5364.365,530.978,9.582,55.786,748.096,977.719,7.933,4.739,2009,2.255,14.885,2.648,0.099,482.192,30.694,-40.266
Cliente_16,6762.669,6.391,20.260,8.880,87.189,3.466,37.199,1.096,3907.924,9.466,10.946,60.401,296.247,986.896,1.150,7.316,2023,25.154,2.946,2.282,0.002,451.805,233.133,536.086
Cliente_16,4895.098,9.682,11.388,8.709,49.716,6.891,10.371,0.721,6343.308,650.370,75.492,61.152,55.515,933.990,1.608,1.742,2022,7.214,6.954,1.308,0.103,-18.996,1582.424,8.338
Cliente_16,5774.678,6.845,2.837,7.537,10.061,3.254,37.824,6.709,8345.430,440.659,59.368,78.118,898.015,132.851,3.360,5.829,2007,3.092,17.739,0.376,0.053,31.583,-85.206,73.502
Cliente_16,2687.903,9.751,16.498,5.484,96.223,4.347,42.684,1.539,6810.876,722.710,39.019,69.357,954.717,860.953,1.358,6.544,2013,22.138,3.605,3.008,0.106,77.751,-9.821,381.760
Cliente_17,662.085,8.708,5.842,10.829,61.652,9.380,49.257,5.769,311.790,245.882,85.052,92.206,75.756,318.740,5.823,1.363,2002,6.572,11.712,0.539,0.789,8.412,320.747,-76.595
Cliente_17,6987.060,8.703,4.681,8.861,75.050,8.717,48.163,3.263,4044.518,7.372,72.994,89.831,568.253,272.684,9.682,8.523,2018,8.609,6.774,0.528,0.002,23.066,-52.014,-11.965
Cliente_17,7299.854,5.597,23.653,1.618,30.556,5.976,12.757,1.637,4522.559,410.626,11.291,52.456,435.548,75.613,2.869,3.950,2011,5.113,12.832,14.623,0.091,364.586,-82.640,37.697
Cliente_17,8464.835,8.540,8.794,7.100,55.794,9.226,28.604,2.807,7481.036,233.765,53.452,70.384,964.254,203.510,3.775,1.821,2003,6.048,9.815,1.239,0.031,31.678,-78.895,-51.761
Cliente_17,580.002,8.507,26.706,5.722,13.963,7.666,21.292,2.607,2499.276,347.077,24.579,37.877,237.535,780.157,3.385,3.234,2016,1.821,12.242,4.667,0.139,54.104,228.439,-4.464
Cliente_17,863.042,5.819,23.371,7.744,87.664,4.774,43.794,4.543,4620.970,839.734,49.711,97.481,261.730,585.123,2.079,4.202,2021,18.361,10.374,3.018,0.182,96.096,123.560,102.080
Cliente_17,4345.401,9.765,1.851,8.720,32.010,3.896,23.092,3.621,8039.164,877.321,6.930,9.405,315.694,156.255,2.419,5.621,2001,8.216,15.680,0.212,0.109,35.727,-50.504,132.419
Cliente_17,4534.265,7.615,24.406,5.831,52.459,4.746,32.124,1.514,1398.791,951.039,99.699,10.462,801.016,165.211,7.174,7.095,2005,11.053,4.713,4.185,0.680,-89.506,-79.375,-1.113
Cliente_17,6088.715,8.915,8.887,4.199,44.468,7.483,10.319,1.869,120.557,2.461,71.454,14.218,701.025,466.589,8.437,3.342,2007,5.943,18.108,2.116,0.020,-80.102,-33.442,-60.397
Cliente_17,3093.591,8.604,2.852,1.992,23.508,3.441,18.027,2.785,8303.893,657.647,10.210,82.176,735.618,407.106,7.272,9.916,2016,6.831,15.449,1.432,0.079,704.890,-44.658,36.362
Cliente_18,9825.690,5.322,17.643,1.002,89.619,9.214,31.348,1.348,3358.159,948.420,48.321,70.765,323.281,614.095,6.156,5.466,2016,9.726,4.301,17.600,0.282,46.448,89.957,-11.207
Cliente_18,1308.022,9.512,24.829,9.478,57.323,5.522,41.649,2.288,114.945,836.860,33.842,15.024,975.885,357.469,8.657,3.981,2011,10.382,5.494,2.620,7.281,-55.606,-63.370,-54.019
Cliente_18,8236.910,7.217,12.455,4.064,66.768,4.495,39.482,2.780,2097.633,810.591,61.799,11.981,732.620,665.866,7.937,1.700,2018,14.852,7.042,3.065,0.386,-80.613,-9.112,-78.579
Cliente_18,3723.025,5.644,1.855,4.779,82.195,2.618,40.562,6.094,6932.068,970.417,80.838,53.103,437.432,814.640,6.107,4.121,2007,31.392,15.024,0.388,0.140,-34.309,86.233,-32.519
Cliente_18,6303.345,9.525,20.813,6.474,81.536,3.870,47.912,3.745,3505.461,542.582,34.735,37.124,639.627,379.006,2.639,3.876,2005,21.069,7.817,3.215,0.155,6.878,-40.746,46.876
Cliente_18,6447.205,9.147,6.011,8.485,99.046,2.971,33.028,4.042,7870.413,176.381,18.569,8.181,487.713,734.261,3.864,6.726,2003,33.336,12.240,0.708,0.022,-55.944,50.552,74.062
Cliente_18,5823.656,6.658,7.227,1.384,80.372,9.062,49.307,7.083,7204.415,38.926,80.440,70.749,317.966,295.223,8.279,9.668,2007,8.869,14.366,5.221,0.005,-12.047,-7.153,16.770
Cliente_18,2588.948,5.213,6.427,4.557,42.320,8.007,25.537,1.962,482.426,57.112,86.953,66.552,707.476,178.531,6.502,8.395,2021,5.285,7.682,1.411,0.118,-23.463,-74.765,29.105
Cliente_18,8127.658,7.305,9.116,2.490,59.007,1.527,47.408,5.587,4382.763,602.061,6.896,59.016,562.415,2.796,6.757,7.030,2007,38.634,11.785,3.661,0.137,755.790,-99.503,4.046
Cliente_18,218.980,5.840,26.619,3.392,53.621,9.924,49.662,1.837,4197.113,20.908,15.623,34.320,889.711,702.306,1.937,7.564,2008,5.403,3.700,7.847,0.005,119.666,-21.063,290.480
Cliente_19,1664.218,7.256,28.313,1.277,45.361,2.863,28.602,3.491,1344.721,79.876,18.115,83.577,873.593,925.003,1.337,9.288,2012,15.846,12.205,22.179,0.059,361.367,5.885,594.554
Cliente_19,4140.778,8.996,29.363,5.301,59.470,6.744,19.050,2.194,9742.220,902.874,98.452,26.531,786.764,563.121,3.479,9.073,2005,8.819,11.518,5.539,0.093,-73.052,-28.426,160.822
Cliente_19,8817.825,5.167,10.801,14.629,54.185,9.794,20.742,3.521,4431.663,714.591,97.244,91.170,623.435,101.889,2.295,1.182,2011,5.533,16.975,0.738,0.161,-6.247,-83.657,-48.485
Cliente_19,3512.960,5.100,29.573,6.435,14.905,5.262,12.466,2.063,8258.407,502.599,81.038,91.503,523.039,286.807,6.478,8.356,2012,2.833,16.550,4.596,0.061,12.915,-45.165,29.000
Cliente_19,3754.100,6.306,26.904,8.535,10.343,2.040,40.089,3.590,2694.930,900.555,13.492,7.634,420.174,536.098,7.243,3.727,2011,5.071,8.954,3.152,0.334,-43.419,27.589,-48.536
Cliente_19,8288.241,5.524,21.431,13.921,17.887,8.064,36.699,4.101,4168.311,800.650,42.914,39.422,415.028,344.525,1.349,3.523,2005,2.218,11.175,1.539,0.192,-8.138,-16.987,161.157
Cliente_19,7887.511,6.709,13.508,8.332,84.151,5.239,13.428,2.346,6455.903,677.857,98.840,40.338,149.052,411.479,9.006,5.425,2014,16.064,17.471,1.621,0.105,-59.188,176.065,-39.768
Cliente_19,5780.977,9.440,19.955,10.079,66.258,9.054,23.752,2.380,1880.169,620.653,44.104,33.287,588.346,383.660,3.983,7.266,2001,7.318,10.022,1.980,0.330,-24.527,-34.790,82.396
Cliente_19,7582.677,5.805,18.612,4.812,53.230,3.385,31.658,5.620,2114.694,121.162,99.730,28.344,758.619,486.099,3.138,1.884,2008,15.725,17.751,3.868,0.057,-71.579,-35.923,-39.967
Cliente_19,2256.602,5.375,13.592,1.891,18.729,6.777,48.828,4.907,8239.870,757.432,63.095,46.358,939.710,609.353,7.712,8.820,2014,2.764,10.049,7.188,0.092,-26.528,-35.155,14.372
Cliente_20,7409.707,9.397,24.882,5.572,87.140,6.826,33.379,2.467,2094.614,57.718,41.055,94.126,559.473,372.311,2.078,9.880,2011,12.765,7.389,4.466,0.028,129.267,-33.453,375.371
Cliente_20,7595.173,5.145,15.649,2.871,68.264,6.410,10.294,0.644,7735.649,857.458,73.936,36.491,912.712,585.985,7.126,2.289,2014,10.649,6.253,5.451,0.111,-50.645,-35.797,-67.879
Cliente_20,8672.023,5.964,19.427,13.470,70.993,1.076,49.977,3.587,5763.213,810.219,58.719,30.719,946.976,464.297,5.769,8.762,2008,65.968,7.178,1.442,0.141,-47.685,-50.971,51.885
Cliente_20,8210.353,9.165,4.592,11.360,34.218,3.272,48.659,3.046,1585.193,404.694,99.481,17.829,899.692,118.664,4.718,2.623,2006,10.459,6.261,0.404,0.255,-82.078,-86.811,-44.400
Cliente_20,5153.182,9.185,1.886,10.488,46.856,8.246,43.575,5.868,7852.324,320.266,81.785,66.104,654.780,54.623,8.838,1.727,2014,5.682,13.466,0.180,0.041,-19.174,-91.658,-80.455
Cliente_20,1590.565,6.247,11.802,4.634,11.805,3.749,32.458,6.197,7797.745,140.790,34.974,56.267,223.031,634.762,2.357,3.994,2009,3.149,19.092,2.547,0.018,60.883,184.607,69.438
Cliente_20,3111.920,7.282,18.227,6.105,80.227,9.703,33.751,4.515,1294.930,26.430,71.624,30.085,224.105,580.733,9.931,9.880,2021,8.268,13.378,2.986,0.020,-57.996,159.135,-0.517
Cliente_20,5068.446,9.590,6.150,2.862,79.082,6.785,21.307,0.976,4337.680,497.875,68.945,47.607,871.561,621.034,4.084,3.821,2016,11.656,4.579,2.149,0.115,-30.949,-28.745,-6.447
Cliente_20,1357.363,8.523,26.244,8.798,10.801,4.814,37.377,4.047,4294.668,296.309,64.193,74.351,421.052,472.747,9.885,1.522,2019,2.244,10.829,2.983,0.069,15.824,12.278,-84.601
Cliente_20,8513.102,6.370,18.020,14.491,92.036,4.388,29.270,1.629,4290.825,907.005,48.098,72.793,886.957,195.349,9.036,5.068,2012,20.973,5.566,1.243,0.211,51.345,-77.975,-43.905
Cliente_21,4774.525,8.668,14.222,13.650,81.291,2.042,34.708,1.405,6882.728,494.610,5.958,1.958,114.718,726.685,6.502,6.895,2016,39.808,4.047,1.042,0.072,-67.144,533.452,6.037
Cliente_21,47.687,6.131,16.088,12.274,43.767,4.999,21.308,2.432,6182.772,949.497,81.505,14.701,400.850,981.588,8.763,1.111,2008,8.756,11.415,1.311,0.154,-81.963,144.877,-87.319
Cliente_21,5338.292,9.385,16.199,0.777,67.629,2.112,41.390,7.573,4329.046,779.747,87.540,65.073,457.082,844.505,8.920,8.815,2019,32.016,18.297,20.840,0.180,-25.665,84.760,-1.172
Cliente_21,7306.860,6.560,13.576,3.753,79.412,3.275,29.910,4.210,7266.793,75.973,85.373,33.537,835.873,104.609,7.546,5.723,2019,24.251,14.076,3.618,0.010,-60.716,-87.485,-24.149
Cliente_21,9500.736,5.514,20.917,14.781,66.082,7.317,34.360,3.482,4819.815,723.853,36.661,89.558,690.213,911.316,9.026,7.693,2022,9.032,10.133,1.415,0.150,144.286,32.034,-14.771
Cliente_21,8920.172,7.517,4.880,3.562,63.453,2.849,41.118,2.243,6637.443,904.875,68.000,95.554,478.767,483.192,5.348,7.514,2004,22.269,5.456,1.370,0.136,40.521,0.924,40.508
Cliente_21,7568.721,6.531,29.888,0.818,14.316,7.172,43.260,0.537,6414.403,644.692,43.174,27.563,422.318,569.374,5.393,3.016,2013,1.996,1.242,36.549,0.101,-36.158,34.821,-44.079
Cliente_21,5310.807,5.326,15.215,7.817,19.730,1.084,48.925,1.317,1487.396,457.294,12.474,73.574,886.238,438.725,8.988,9.602,2003,18.206,2.691,1.946,0.307,489.807,-50.496,6.826
Cliente_21,180.143,5.229,22.753,2.286,85.251,4.788,24.317,0.753,8264.552,977.314,85.273,37.890,167.612,611.712,4.966,8.858,2016,17.806,3.098,9.954,0.118,-55.567,264.957,78.372
Cliente_21,42.234,9.742,5.782,10.811,14.341,1.909,26.390,3.143,8920.727,264.861,89.139,34.930,133.379,779.385,1.570,5.672,2023,7.513,11.909,0.535,0.030,-60.814,484.338,261.262
Cliente_22,6129.527,6.391,10.166,9.744,79.067,8.199,40.286,0.436,6929.668,815.429,40.389,32.077,975.204,674.569,3.403,5.073,2006,9.643,1.082,1.043,0.118,-20.580,-30.828,49.093
Cliente_22,117.437,7.535,29.439,13.407,63.996,5.929,11.860,1.778,470.752,104.450,34.943,73.945,178.635,893.972,8.070,6.545,2006,10.793,14.988,2.196,0.222,111.616,400.447,-18.895
Cliente_22,9343.780,7.752,22.612,8.654,74.499,4.365,35.330,4.067,3816.445,657.864,30.123,55.805,542.949,534.369,9.852,7.080,2003,17.067,11.511,2.613,0.172,85.255,-1.580,-28.138
Cliente_22,5056.170,6.893,1.515,9.992,42.697,1.957,36.886,3.402,4166.246,606.555,80.675,22.517,637.241,877.600,7.151,6.057,2012,21.818,9.223,0.152,0.146,-72.089,37.719,-15.293
Cliente_22,4693.420,9.086,12.700,7.115,50.728,9.072,14.929,1.809,7881.327,322.522,14.680,21.762,710.642,422.964,2.318,3.019,2006,5.592,12.117,1.785,0.041,48.241,-40.481,30.240
Cliente_22,4958.853,5.394,2.039,5.442,18.769,5.432,45.670,8.478,6851.802,881.509,60.650,71.724,761.014,13.758,1.558,6.824,2014,3.455,18.563,0.375,0.129,18.259,-98.192,337.919
Cliente_22,1654.873,7.221,16.924,12.467,69.302,8.397,28.296,4.482,9658.366,419.246,88.757,68.975,562.718,107.364,8.059,4.500,2006,8.254,15.841,1.357,0.043,-22.289,-80.920,-44.164
Cliente_22,7514.549,7.865,24.951,12.341,10.198,7.683,33.573,6.142,538.968,609.385,51.717,92.198,583.223,381.489,2.836,5.598,2022,1.327,18.293,2.022,1.131,78.273,-34.589,97.401
Cliente_22,3207.018,5.440,23.962,12.743,41.963,4.683,30.168,4.267,7436.956,692.823,84.464,14.135,942.731,54.012,5.871,8.172,2010,8.961,14.145,1.880,0.093,-83.266,-94.271,39.195
Cliente_22,3309.618,7.492,28.932,5.314,67.030,3.289,48.554,2.088,2031.669,248.991,55.233,71.329,710.414,57.548,4.228,7.265,2003,20.382,4.299,5.445,0.123,29.143,-91.899,71.829
Cliente_23,8688.631,8.625,8.663,9.568,80.763,6.565,21.313,4.053,1944.068,104.823,33.840,43.869,928.120,533.934,7.564,3.742,2007,12.303,19.016,0.905,0.054,29.639,-42.471,-50.525
Cliente_23,8604.587,5.967,5.667,12.726,24.343,5.274,46.453,1.942,1814.398,538.216,9.665,2.672,107.029,137.245,4.358,7.735,2001,4.616,4.181,0.445,0.297,-72.350,28.231,77.475
Cliente_23,4431.195,7.244,25.534,4.867,58.877,6.052,42.884,8.221,7996.801,703.040,6.373,67.657,787.105,391.602,9.545,9.132,2021,9.729,19.169,5.247,0.088,961.689,-50.248,-4.330
Cliente_23,2256.259,9.917,1.164,11.954,46.308,7.769,24.998,2.805,8522.659,976.248,79.627,53.949,302.049,797.687,5.982,4.095,2010,5.960,11.222,0.097,0.115,-32.249,164.092,-31.547
Cliente_23,6338.251,5.372,14.524,8.477,41.446,6.844,42.113,0.480,8514.026,775.432,56.250,64.501,87.419,546.179,5.996,4.714,2012,6.056,1.139,1.713,0.091,14.667,524.785,-21.378
Cliente_23,7095.745,9.812,28.187,1.557,89.506,2.032,27.822,0.624,9323.766,646.915,57.921,62.217,765.509,960.174,2.109,6.813,2003,44.037,2.244,18.106,0.069,7.416,25.430,223.044
Cliente_23,3678.043,8.675,2.158,10.761,69.700,4.114,11.754,1.615,9943.136,939.811,23.537,75.840,438.238,144.931,1.045,5.613,2012,16.942,13.736,0.201,0.095,222.218,-66.929,436.989
Cliente_23,5884.265,5.597,27.930,8.118,39.796,3.163,45.931,7.210,4613.191,747.144,26.606,58.975,395.718,677.612,6.370,2.449,2008,12.581,15.698,3.440,0.162,121.660,71.236,-61.560
Cliente_23,7384.762,5.203,18.310,14.376,36.422,6.780,17.700,3.086,5497.096,154.601,39.415,70.387,661.062,914.255,5.834,2.987,2017,5.372,17.434,1.274,0.028,78.579,38.301,-48.802
Cliente_23,1965.494,6.396,23.436,8.049,95.528,9.267,30.556,2.768,2907.236,459.766,63.392,8.186,474.514,795.222,9.523,8.513,2023,10.308,9.060,2.912,0.158,-87.086,67.587,-10.607
Cliente_24,674.560,6.589,8.139,4.929,16.882,5.891,16.634,0.858,7242.144,47.391,65.714,49.199,362.861,833.532,2.620,9.935,2016,2.866,5.158,1.651,0.007,-25.131,129.711,279.149
Cliente_24,982.926,7.253,7.424,8.499,16.786,9.989,30.565,3.138,3427.370,980.609,37.164,48.729,717.585,23.424,9.624,8.806,2002,1.681,10.265,0.874,0.286,31.117,-96.736,-8.504
Cliente_24,7256.167,8.082,22.455,3.049,11.677,5.249,27.849,0.611,4535.248,324.747,65.680,60.817,119.212,44.101,6.394,2.535,2012,2.225,2.194,7.365,0.072,-7.405,-63.006,-60.353
Cliente_24,4872.417,6.528,13.648,9.296,55.646,7.977,17.166,1.377,5906.369,704.033,83.711,50.682,231.116,573.913,6.072,8.473,2011,6.976,8.019,1.468,0.119,-39.456,148.323,39.536
Cliente_24,3309.178,7.921,25.363,12.706,12.807,4.292,47.948,0.869,2298.908,521.852,52.150,14.758,811.361,161.968,1.168,6.408,2016,2.984,1.813,1.996,0.227,-71.701,-80.038,448.789
Cliente_24,1283.023,7.828,4.895,12.951,62.370,3.010,36.377,1.793,3855.233,829.818,38.257,17.395,720.535,629.911,7.476,8.152,2000,20.723,4.929,0.378,0.215,-54.531,-12.577,9.037
Cliente_24,6555.074,6.822,22.256,2.530,46.462,7.949,48.709,8.888,1086.593,835.037,90.817,8.632,482.035,40.152,6.956,8.384,2021,5.845,18.247,8.797,0.768,-90.495,-91.670,20.535
Cliente_24,1001.351,6.582,26.459,8.310,63.103,7.599,39.437,3.101,2024.283,264.053,52.121,64.704,479.336,572.697,3.551,2.637,2007,8.304,7.864,3.184,0.130,24.143,19.477,-25.742
Cliente_24,6195.538,7.142,14.423,4.317,91.567,3.619,29.340,2.912,8596.057,544.806,35.937,21.940,211.493,56.856,1.772,6.937,2019,25.302,9.924,3.341,0.063,-38.948,-73.117,291.528
Cliente_24,9001.286,5.024,11.404,13.352,59.643,5.182,24.352,2.347,5044.091,174.676,86.904,19.504,162.085,259.001,5.043,3.381,2021,11.509,9.638,0.854,0.035,-77.557,59.794,-32.961
Cliente_25,4198.530,5.652,7.655,7.419,20.605,4.812,39.913,1.618,3157.991,38.718,44.458,4.570,737.189,195.331,9.610,5.130,2008,4.282,4.054,1.032,0.012,-89.721,-73.503,-46.624
Cliente_25,1496.462,8.017,24.267,3.871,10.647,4.291,27.864,5.385,9554.501,384.942,20.969,24.686,69.549,929.784,8.885,5.146,2009,2.481,19.327,6.268,0.040,17.728,1236.885,-42.077
Cliente_25,963.889,9.138,23.897,12.956,68.909,3.480,37.972,0.418,5165.526,984.464,66.032,1.028,91.076,575.332,8.318,6.281,2018,19.801,1.101,1.844,0.191,-98.443,531.707,-24.487
Cliente_25,4759.216,9.485,12.056,4.607,71.899,7.125,16.472,0.450,98.222,614.352,80.587,16.587,285.209,261.846,6.174,1.246,2011,10.090,2.731,2.617,6.255,-79.417,-8.191,-79.816
Cliente_25,6147.867,8.874,18.082,13.213,38.431,7.795,18.578,0.699,8321.938,521.485,29.315,99.685,829.935,407.727,7.248,2.046,2022,4.930,3.761,1.369,0.063,240.052,-50.872,-71.765
Cliente_25,391.327,8.246,22.500,6.425,42.604,4.719,26.022,4.838,2483.328,711.894,4.327,78.188,915.094,107.358,9.694,1.608,2012,9.028,18.591,3.502,0.287,1706.834,-88.268,-83.413
Cliente_25,7838.898,7.610,23.085,3.241,23.930,8.054,23.538,2.182,931.001,597.875,60.352,35.960,348.747,73.314,6.069,6.703,2023,2.971,9.272,7.123,0.642,-40.417,-78.978,10.455
Cliente_25,5033.789,6.852,21.205,10.783,68.642,5.342,32.023,0.710,6737.305,945.770,52.066,40.119,963.324,294.958,7.930,9.948,2004,12.849,2.218,1.967,0.140,-22.945,-69.381,25.450
Cliente_25,1176.047,5.217,3.834,11.947,32.827,4.332,37.882,1.975,8210.926,820.409,23.935,59.022,277.231,947.068,7.817,7.092,2021,7.578,5.214,0.321,0.100,146.588,241.617,-9.275
Cliente_25,4822.927,7.649,4.883,8.881,86.948,5.994,38.272,0.965,761.212,640.651,17.779,52.257,606.757,803.139,9.651,3.069,2003,14.505,2.521,0.550,0.842,193.926,32.366,-68.197
Cliente_26,9314.031,8.677,20.239,13.097,58.669,2.897,17.196,3.306,1553.588,300.734,34.131,58.014,287.237,162.837,6.282,2.502,2015,20.253,19.224,1.545,0.194,69.973,-43.309,-60.171
Cliente_26,4766.078,9.364,18.801,7.617,55.223,6.229,15.246,0.586,6548.672,562.576,36.735,65.264,632.080,228.990,9.690,1.927,2013,8.865,3.841,2.468,0.086,77.660,-63.772,-80.112
Cliente_26,3536.026,6.034,23.163,14.774,45.435,3.929,33.036,5.387,8854.828,568.267,56.475,18.279,145.703,317.561,4.726,1.574,2006,11.564,16.308,1.568,0.064,-67.633,117.950,-66.691
Cliente_26,8943.268,6.014,16.703,13.782,71.770,6.515,19.143,0.834,3094.397,399.003,93.253,78.251,168.408,292.065,2.655,8.908,2013,11.016,4.356,1.212,0.129,-16.087,73.427,235.529
Cliente_26,2691.489,6.248,2.226,4.564,25.732,3.337,13.995,1.468,2474.718,690.853,26.514,36.156,807.909,268.205,1.208,5.936,2022,7.710,10.492,0.488,0.279,36.366,-66.803,391.419
